customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9129-AXLJ,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.47,3278.03,Yes
1878-TCRF,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),86.23,1695.69,No
1546-YOVA,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.19,375.87,No
4976-BMKT,Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,87.43,4495.13,No
1825-WCSB,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.93,1517.23,Yes
9312-XRCD,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),90.96,2574.53,No
3913-OUVR,Female,1,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,69.37,791.08,No
6174-RURA,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,82.44,4655.28,No
2515-QMGG,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.69,3328.65,No
2650-MXFI,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.02,3767.89,No
8938-FEGX,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,76.0,1352.74,No
9431-VWQZ,Male,0,Yes,No,47,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,58.04,2568.54,No
5919-ARLD,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.98,626.46,Yes
9311-XWXV,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,67.11,1572.24,No
5728-FFFD,Female,1,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.47,1191.36,Yes
7258-TSEK,Female,1,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.68,3048.3,Yes
8321-ZAOX,Female,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.33,1398.71,No
8242-VQUO,Male,1,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,3611.87,No
3160-FZYV,Female,0,No,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.83,1411.54,No
4147-SXPT,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.84,5213.55,No
5743-PJEE,Male,0,Yes,No,31,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,67.1,1928.06,Yes
7136-IAUH,Male,1,No,No,28,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.02,1781.82,No
2413-WNDB,Female,1,Yes,No,59,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,63.19,3445.14,No
4090-EABV,Male,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,72.0,2707.46,No
6765-DMPL,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,79.61,4163.84,No
7936-MIPJ,Male,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),87.47,5043.7,No
7292-HFJO,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.54,429.64,No
5934-TZVS,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.96,6283.83,No
3672-SJRZ,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.82,1087.12,Yes
8076-HHGB,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,86.61,4842.77,No
1958-WXHU,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.09,370.61,No
6068-MTQP,Male,0,No,No,40,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.49,2349.47,No
9184-NONB,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.04,3151.84,No
8560-SXSQ,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.17,3628.03,No
4943-UAYW,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.41,2600.1,No
1412-AKPG,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,85.07,3207.62,No
8046-HQVD,Male,1,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.12,710.69,Yes
7534-LVQD,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.23,1485.55,No
8043-URBU,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.9,1466.97,Yes
1360-WTTE,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.09,171.86,No
8228-RPWQ,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.56,4350.42,No
9167-LGIC,Female,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.26,1048.23,No
3708-AWSC,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,93.6,3490.05,No
8834-VPIU,Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.01,,No
4779-DWIY,Male,0,No,No,61,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.46,3582.07,No
6032-GIVE,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,360.22,No
8237-YYXI,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.86,748.12,Yes
6397-BMHI,Female,1,No,Yes,24,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.79,1607.91,Yes
8377-GXDM,Female,1,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,3313.77,Yes
8767-IPSG,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,64.42,2373.27,No
5104-RYMX,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,61.71,1396.28,No
4998-IVDW,Male,0,No,No,68,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,68.11,4645.38,No
3324-YHDQ,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,86.43,3472.57,Yes
8207-XUJV,Female,0,No,No,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),63.2,2508.7,No
6070-FOUT,Male,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.87,1704.13,No
9136-WWKV,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,105.41,3109.91,No
1793-MXQS,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.0,2224.1,No
3914-FKNT,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),86.57,3345.35,No
3471-ZSXX,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.22,1961.8,No
1877-NEIN,Female,1,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,85.76,5760.39,Yes
4881-QEBZ,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),102.2,6228.97,No
1882-VELL,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,77.25,468.21,No
2909-KNBJ,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.39,174.61,No
5654-WRRN,Male,1,No,Yes,54,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),68.72,3444.09,No
3204-LZBA,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.89,953.88,No
3520-KZSR,Male,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.12,1921.55,Yes
1338-NHVJ,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.55,2327.51,Yes
6715-ZISX,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.92,5486.27,Yes
7185-GZMQ,Female,0,No,No,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.86,2507.1,No
3307-AQVE,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.31,1275.22,No
8806-FKIK,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),101.77,6386.91,No
7698-BGHI,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.72,892.14,No
8078-TPQY,Male,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.0,1460.09,Yes
8474-OVCS,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),82.49,4618.55,No
5003-PPTM,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.41,5680.84,Yes
1518-YSSR,Female,0,No,Yes,13,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.13,826.52,No
2935-IQXP,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.98,3403.21,No
8274-GPUK,Male,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.83,753.08,No
1620-FGGD,Female,1,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.23,527.09,No
3638-MQRX,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.89,1538.21,No
9482-UOQC,Female,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1055.25,No
6471-ABYO,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.27,5996.81,No
2468-UMKW,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.0,1036.28,Yes
9715-WOTA,Female,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.73,2069.71,Yes
7622-XVXO,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.06,3626.59,No
2837-GPLW,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),73.66,68.18,Yes
9974-UPSN,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,102.39,6174.47,No
9465-NQQI,Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.57,241.98,No
6183-CULT,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,110.38,1965.45,No
6504-MUJG,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.35,3301.11,No
6603-REZA,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.04,28.24,No
9679-UZZX,Male,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.08,2202.42,No
8760-JFHQ,Female,0,No,Yes,50,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.61,2927.08,No
7199-OAMP,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.27,1198.61,No
3761-CJUM,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,89.62,5922.51,No
8499-ZGZN,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.49,117.74,Yes
9007-CCOF,Female,1,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.91,2293.59,Yes
9311-CMUN,Female,0,Yes,No,31,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,82.08,2309.05,No
5944-WRUC,Male,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.41,1130.46,No
2002-YJCX,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.19,435.31,No
7068-HZJG,Male,1,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.71,908.68,No
4159-GVKD,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.2,5006.54,No
8247-BWGQ,Male,0,Yes,No,44,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),67.6,3154.37,No
8917-YAIN,Female,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.34,916.42,No
6788-HLJG,Female,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.74,4531.11,No
3084-FQTH,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.65,524.69,No
7747-YBKP,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.27,780.06,No
8257-UTFI,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,62.9,1794.46,No
7823-BNCG,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),82.16,797.61,Yes
2528-KKFW,Male,0,No,Yes,47,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),75.08,3314.46,No
1329-AQLB,Male,0,No,No,52,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.28,3961.74,No
5752-LDGN,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.2,2321.97,No
6256-GPVE,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),62.2,344.63,Yes
5834-UKYP,Female,1,Yes,No,13,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,80.87,1004.37,No
1705-SDVO,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.04,1507.54,No
5570-GUFT,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.44,4616.51,No
3651-KMCX,Female,0,No,Yes,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.81,,No
7442-OWGN,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.55,450.51,No
2672-BHQI,Male,0,Yes,No,13,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),44.92,573.32,No
6309-UHCS,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),83.64,2979.31,No
2390-QGZB,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),85.64,5510.79,No
5549-XZNF,Male,0,No,No,28,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.43,1966.6,No
1847-BJYW,Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.0,2229.14,Yes
8503-WYYQ,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,91.94,2891.99,No
2291-ZYPH,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.49,772.36,No
4698-DBGO,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.56,3743.95,No
8581-UXLN,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,50.51,1041.76,No
2175-PGZH,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.38,1875.07,No
5018-QECY,Female,1,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.32,2325.33,Yes
9404-ZJPR,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.01,,No
3697-BIPG,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,97.05,186.6,No
2378-DWWC,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.76,1647.92,No
5375-DGVF,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,67.51,2075.04,No
2594-CSWA,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,98.86,5177.13,No
7138-UGYY,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.15,437.85,No
6916-OOAD,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,72.55,2880.92,No
5661-XELO,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.47,2906.81,No
2044-NRTS,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.35,4022.06,Yes
6989-OAYQ,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.75,2077.4,Yes
6913-LCYX,Male,0,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.99,3317.48,No
5143-JXQO,Male,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.45,362.11,No
5301-DLEE,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,35.44,No
3015-ALJE,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.83,1575.55,Yes
2676-RSYV,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,90.85,4562.19,No
3039-OWAI,Male,1,No,No,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.5,,Yes
7018-ZZQS,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.49,1566.23,Yes
4312-MTED,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.43,967.35,No
5101-UCIJ,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.71,2828.36,No
9941-YRPQ,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.7,4424.08,No
2499-SEQZ,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,87.44,1547.5,No
9211-NZUM,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.23,5100.53,No
8549-KGST,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.94,44.48,No
8238-HJBL,Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.11,402.23,Yes
2433-ESYC,Male,1,No,No,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,75.73,2162.34,No
1213-DWSL,Male,0,No,No,52,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,76.47,3782.19,No
6913-TXVT,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.13,3260.21,Yes
7882-QFZC,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.89,1916.92,Yes
1624-NZIO,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.69,2426.96,No
5974-YQIM,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),58.17,1137.37,No
7103-OYIE,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.99,495.43,No
9574-NMSN,Male,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72.73,1460.61,No
4894-NHMI,Female,1,No,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),83.21,4355.91,No
3926-VHHQ,Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),57.17,1066.71,No
5669-BRQS,Female,1,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,77.98,3821.89,No
7545-DUPP,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.08,767.16,Yes
5405-SSUR,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),100.61,2515.89,No
3281-QMZN,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,80.58,4197.26,No
4861-PVBF,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,90.91,1748.78,No
1250-YEMD,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,57.55,1000.06,Yes
1101-KQLO,Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.5,1986.24,No
5527-PUYS,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.65,1547.71,Yes
3979-TVPK,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.36,1147.18,No
5717-DOMU,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),86.73,1969.91,No
